,order_number,product_name,quantity,price,payment_mode,store_name,city,country,year,order_date,month_name,day_name,revenue,unit_price
2131,103202,Harley-Davidson Street 750,46,7000,Cash,SEVEN ISLANDS HARLEY-DAVIDSON,Gensve,Switzerland,2016,2016-06-12,June,Sunday,322000,152.17391304347825
2132,103203,Harley-Davidson Street 750,22,7000,Cash,BANJARA HARLEY-DAVIDSON,Kobenhavn,Denmark,2016,2016-06-13,June,Monday,154000,318.1818181818182
2133,103204,Harley-Davidson Street 750,38,7000,Cash,TUSKER HARLEY-DAVIDSON LAVELLE ROAD,Paris,France,2016,2016-06-14,June,Tuesday,266000,184.21052631578948
2134,103205,Harley-Davidson Street 750,47,7000,Cash,CAPITAL HARLEY-DAVIDSON,Boston,USA,2016,2016-06-15,June,Wednesday,329000,148.93617021276594
2135,103206,Harley-Davidson Street 750,48,7000,Cash,GRAND TRUNK HARLEY-DAVIDSON,Brickhaven,USA,2016,2016-06-16,June,Thursday,336000,145.83333333333334
2136,103207,Harley-Davidson Street 750,40,7000,Cash,BISON HARLEY-DAVIDSON KORAMANGLA,Gensve,Switzerland,2016,2016-06-17,June,Friday,280000,175.0
2137,103208,Harley-Davidson Street 750,32,7000,Cash,MACH-1 HARLEY-DAVIDSON,Helsinki,Finland,2016,2016-06-18,June,Saturday,224000,218.75
2138,103209,Harley-Davidson Street 750,49,7000,Cash,SPICE COAST HARLEY-DAVIDSON,Koln,Germany,2016,2016-06-19,June,Sunday,343000,142.85714285714286
2139,103210,Harley-Davidson Street 750,43,7000,Cash,KONARK HARLEY-DAVIDSON,NYC,USA,2016,2016-06-20,June,Monday,301000,162.7906976744186
2140,103211,Harley-Davidson Street 750,41,7000,Cash,SUNRISE HARLEY-DAVIDSON,Philadelphia,USA,2016,2016-06-21,June,Tuesday,287000,170.73170731707316
2141,103212,Harley-Davidson Street 750,30,7000,Cash,RED FORT HARLEY-DAVIDSON,Reims,France,2016,2016-06-22,June,Wednesday,210000,233.33333333333334
2142,103213,Harley-Davidson Street 750,28,7000,Cash,BRAHMAPUTRA HARLEY-DAVIDSON,Madrid,Spain,2016,2016-06-23,June,Thursday,196000,250.0
2143,103214,Harley-Davidson Street 750,43,7000,Cash,GOA HARLEY-DAVIDSON,Espoo,Finland,2016,2016-06-24,June,Friday,301000,162.7906976744186
2144,103215,Harley-Davidson Street 750,41,7000,Cash,DUNES HARLEY-DAVIDSON,Madrid,Spain,2016,2016-06-25,June,Saturday,287000,170.73170731707316
2145,103216,Harley-Davidson Street 750,30,7000,Cash,TWO RIVERS HARLEY-DAVIDSON,San Rafael,USA,2016,2016-06-26,June,Sunday,210000,233.33333333333334
2146,103217,Harley-Davidson Street 750,31,7000,Cash,TIGER HARLEY-DAVIDSON,Stavern,Norway,2016,2016-06-27,June,Monday,217000,225.80645161290323
2147,103218,Harley-Davidson Street 750,32,7000,Cash,FOOTHILLS HARLEY-DAVIDSON,Paris,France,2016,2016-06-28,June,Tuesday,224000,218.75
2148,103219,Harley-Davidson Street 750,43,7000,Cash,CAPITAL HARLEY-DAVIDSON,Madrid,Spain,2016,2016-06-29,June,Wednesday,301000,162.7906976744186
2149,103220,Harley-Davidson Street 750,26,7000,Cash,MALABAR HARLEY-DAVIDSON,Burlingame,USA,2016,2016-06-30,June,Thursday,182000,269.2307692307692
2150,103221,Harley-Davidson Street 750,27,7000,Cash,THE WESTERN GHATS HARLEY-DAVIDSON,Oulu,Finland,2016,2016-07-01,July,Friday,189000,259.25925925925924
2151,103222,Harley-Davidson Street 750,24,7000,Cash,EPICENTER HARLEY-DAVIDSON,Graz,Austria,2016,2016-07-02,July,Saturday,168000,291.6666666666667
2152,103223,Harley-Davidson Street 750,22,7000,Cash,DIAMOND CITY HARLEY-DAVIDSON,London,UK,2016,2016-07-03,July,Sunday,154000,318.1818181818182
2153,103224,Harley-Davidson Street 750,46,7000,Cash,TUSKER HARLEY-DAVIDSON INDIRA NAGAR,Sevilla,Spain,2016,2016-07-04,July,Monday,322000,152.17391304347825
2154,103225,Harley-Davidson Street 750,37,7000,Cash,UNITED HARLEY-DAVIDSON,Lyon,France,2016,2016-07-05,July,Tuesday,259000,189.1891891891892
2155,103226,Harley-Davidson Street 750,49,7000,Cash,WINECITY HARLEY-DAVIDSON,Boston,USA,2016,2016-07-06,July,Wednesday,343000,142.85714285714286
2156,103227,Harley-Davidson Street 750,21,7000,Cash,WILD CATS HARLEY-DAVIDSON,Singapore,Singapore,2016,2016-07-07,July,Thursday,147000,333.3333333333333
2157,103228,Harley-Davidson Street 750,25,7000,Cash,HIMALAYAN HARLEY-DAVIDSON,San Rafael,USA,2016,2016-07-08,July,Friday,175000,280.0
2158,103229,Harley-Davidson Street 750,37,7000,Cash,BENGAL HARLEY-DAVIDSON,New Haven,USA,2016,2016-07-09,July,Saturday,259000,189.1891891891892
2159,103230,Harley-Davidson Street 750,45,7000,Cash,NINE BRIDGES HARLEY-DAVIDSON,Singapore,Singapore,2016,2016-07-10,July,Sunday,315000,155.55555555555554
2160,103231,Harley-Davidson Street 750,32,7000,Cash,WARRIOR HARLEY-DAVIDSON,Chatswood,Australia,2016,2016-07-11,July,Monday,224000,218.75
2161,103232,Harley-Davidson Street 750,29,7000,Cash,T TOWN HARLEY-DAVIDSON,Allentown,USA,2016,2016-07-12,July,Tuesday,203000,241.3793103448276
2162,103233,Harley-Davidson Street 750,26,7000,Cash,WARHAWK HARLEY-DAVIDSON,Boras,Sweden,2016,2016-07-13,July,Wednesday,182000,269.2307692307692
2163,103234,Harley-Davidson Street 750,28,7000,Cash,OAKLAND HARLEY-DAVIDSON,Cambridge,USA,2016,2016-07-14,July,Thursday,196000,250.0
2164,103235,Harley-Davidson Street 750,27,7000,Cash,EAGLE ROCK HARLEY-DAVIDSON,Vancouver,Canada,2016,2016-07-15,July,Friday,189000,259.25925925925924
2165,103236,Harley-Davidson Street 750,20,7000,Cash,CYCLE CENTER HARLEY-DAVIDSON,NYC,USA,2016,2016-07-16,July,Saturday,140000,350.0
2166,103237,Harley-Davidson Street 750,44,7000,Cash,SCHAEFFER'S HARLEY-DAVIDSON,San Rafael,USA,2016,2016-07-17,July,Sunday,308000,159.0909090909091
2167,103238,Harley-Davidson Street 750,42,7000,Cash,COPPER CANYON HARLEY-DAVIDSON,Madrid,Spain,2016,2016-07-18,July,Monday,294000,166.66666666666666
2168,103239,Harley-Davidson Street 750,41,7000,Cash,IRON STEED HARLEY-DAVIDSON,Madrid,Spain,2016,2016-07-19,July,Tuesday,287000,170.73170731707316
2169,103240,Harley-Davidson Street 750,26,7000,Cash,ADAMEC HARLEY-DAVIDSON SHOP AT REGENCY,San Rafael,USA,2016,2016-07-20,July,Wednesday,182000,269.2307692307692
2170,103241,Harley-Davidson Street 750,26,7000,Cash,MOUNTAIN CREEK HARLEY-DAVIDSON,San Rafael,USA,2016,2016-07-21,July,Thursday,182000,269.2307692307692
2171,103242,Harley-Davidson Street 750,26,7000,Cash,SAN FRANCISCO HARLEY-DAVIDSON,Montreal,Canada,2016,2016-07-22,July,Friday,182000,269.2307692307692
2172,103243,Harley-Davidson Street 750,41,7000,Cash,TILLEY HARLEY-DAVIDSON,Nantes,France,2016,2016-07-23,July,Saturday,287000,170.73170731707316
2173,103244,Harley-Davidson Street 750,20,7000,Cash,SMOKY MOUNTAIN HARLEY-DAVIDSON,NYC,USA,2016,2016-07-24,July,Sunday,140000,350.0
2174,103245,Harley-Davidson Street 750,22,7000,Cash,GRAND TETON HARLEY-DAVIDSON,Melbourne,Australia,2016,2016-07-25,July,Monday,154000,318.1818181818182
2175,103246,Harley-Davidson Street 750,23,7000,Cash,MILE HIGH HARLEY-DAVIDSON OF PARKER,Madrid,Spain,2016,2016-07-26,July,Tuesday,161000,304.3478260869565
2176,103247,Harley-Davidson Street 750,33,7000,Cash,JACKSON HOLE HARLEY-DAVIDSON,Pasadena,USA,2016,2016-07-27,July,Wednesday,231000,212.12121212121212
2177,103248,Harley-Davidson Street 750,28,7000,Cash,JAVELINA HARLEY-DAVIDSON,Burlingame,USA,2016,2016-07-28,July,Thursday,196000,250.0
2178,103249,Harley-Davidson Street 750,44,7000,Cash,BARTELS HARLEY-DAVIDSON,Bergen,Norway,2016,2016-07-29,July,Friday,308000,159.0909090909091
2179,103250,Harley-Davidson Street 750,46,7000,Cash,STAMPEDE HARLEY-DAVIDSON,Osaka,Japan,2016,2016-07-30,July,Saturday,322000,152.17391304347825
2180,103251,Harley-Davidson Street 750,21,7000,Cash,ROCKY TOP HARLEY-DAVIDSON,Melbourne,Australia,2016,2016-07-31,July,Sunday,147000,333.3333333333333
2181,103252,Harley-Davidson Street 750,41,7000,Cash,MILE HIGH HARLEY-DAVIDSON,Tsawassen,Canada,2016,2016-08-01,August,Monday,287000,170.73170731707316
2182,103253,Harley-Davidson Street 750,31,7000,Cash,FINGER LAKES HARLEY-DAVIDSON,San Jose,USA,2016,2016-08-02,August,Tuesday,217000,225.80645161290323
2183,103254,Harley-Davidson Street 750,31,7000,Cash,STINGER HARLEY-DAVIDSON,Bridgewater,USA,2016,2016-08-03,August,Wednesday,217000,225.80645161290323
2184,103255,Harley-Davidson Street 750,23,7000,Cash,ADAMEC HARLEY-DAVIDSON OF ST. AUGUSTINE,Nantes,France,2016,2016-08-04,August,Thursday,161000,304.3478260869565
2185,103256,Harley-Davidson Street 750,37,7000,Cash,CLASSIC HARLEY-DAVIDSON,Cambridge,USA,2016,2016-08-05,August,Friday,259000,189.1891891891892
2186,103257,Harley-Davidson Street 750,26,7000,Cash,CAROLINA COAST HARLEY-DAVIDSON,Dublin,Ireland,2016,2016-08-06,August,Saturday,182000,269.2307692307692
2187,103258,Harley-Davidson Street 750,24,7000,Cash,MONTY'S HARLEY-DAVIDSON,White Plains,USA,2016,2016-08-07,August,Sunday,168000,291.6666666666667
2188,103259,Harley-Davidson Street 750,47,7000,Cash,WINDY CITY HARLEY-DAVIDSON,Allentown,USA,2016,2016-08-08,August,Monday,329000,148.93617021276594
2189,103260,Harley-Davidson Street 750,45,7000,Cash,EMERALD COAST HARLEY-DAVIDSON,NYC,USA,2016,2016-08-09,August,Tuesday,315000,155.55555555555554
2190,103261,Harley-Davidson Street 750,55,7000,Cash,HONOLULU HARLEY-DAVIDSON,Barcelona,Spain,2016,2016-08-10,August,Wednesday,385000,127.27272727272727
2191,103262,Harley-Davidson Street 750,46,7000,Cash,WAIKIKI HARLEY-DAVIDSON,Glendale,USA,2016,2016-08-11,August,Thursday,322000,152.17391304347825
2192,103263,Harley-Davidson Street 750,50,7000,Cash,HUB CITY HARLEY-DAVIDSON,Espoo,Finland,2016,2016-08-12,August,Friday,350000,140.0
2193,103264,Harley-Davidson Street 750,37,7000,Cash,OPEN ROAD HARLEY-DAVIDSON,Nantes,France,2016,2016-08-13,August,Saturday,259000,189.1891891891892
2194,103265,Harley-Davidson Street 750,44,7000,Cash,HARLEY-DAVIDSON SHOP OF ROCHESTER,Singapore,Singapore,2016,2016-08-14,August,Sunday,308000,159.0909090909091
2195,103266,Harley-Davidson Street 750,49,7000,Cash,MIKE BRUNO'S NORTHSHORE HARLEY-DAVIDSON,Newark,USA,2016,2016-08-15,August,Monday,343000,142.85714285714286
2196,103267,Harley-Davidson Street 750,45,7000,Cash,HARLEY-DAVIDSON OF SOUTHAMPTON,Reggio Emilia,Italy,2016,2016-08-16,August,Tuesday,315000,155.55555555555554
2197,103268,Harley-Davidson Street 750,27,7000,Cash,S & P HARLEY-DAVIDSON,Makati City,Philippines,2016,2016-08-17,August,Wednesday,189000,259.25925925925924
2198,103269,Harley-Davidson Street 750,31,7000,Cash,BONEYARD HARLEY-DAVIDSON,Marseille,France,2016,2016-08-18,August,Thursday,217000,225.80645161290323
2199,103270,Harley-Davidson Street 750,33,7000,Cash,CALIFORNIA HARLEY-DAVIDSON,San Rafael,USA,2016,2016-08-19,August,Friday,231000,212.12121212121212
2200,103271,Harley-Davidson Street 750,31,7000,Cash,HERITAGE HARLEY-DAVIDSON,Pasadena,USA,2016,2016-08-20,August,Saturday,217000,225.80645161290323
2201,103272,Harley-Davidson Street 750,35,7000,Cash,ANDY'S HARLEY-DAVIDSON,San Francisco,USA,2016,2016-08-21,August,Sunday,245000,200.0
2202,103273,Harley-Davidson Street 750,26,7000,Cash,CHICAGO HARLEY-DAVIDSON OF WRIGLEYVILLE,North Sydney,Australia,2016,2016-08-22,August,Monday,182000,269.2307692307692
2203,103274,Harley-Davidson Street 750,34,7000,Cash,CITY LIMITS HARLEY-DAVIDSON,Lille,France,2016,2016-08-23,August,Tuesday,238000,205.88235294117646
2204,103275,Harley-Davidson Street 750,46,7000,Cash,FALCONS FURY HARLEY-DAVIDSON,Madrid,Spain,2016,2016-08-24,August,Wednesday,322000,152.17391304347825
2205,103276,Harley-Davidson Street 750,41,7000,Cash,NORTH CASCADES HARLEY-DAVIDSON,Paris,France,2016,2016-08-25,August,Thursday,287000,170.73170731707316
2206,103277,Harley-Davidson Street 750,43,7000,Cash,WILLAMETTE VALLEY HARLEY-DAVIDSON,Lille,France,2016,2016-08-26,August,Friday,301000,162.7906976744186
2207,103278,Harley-Davidson Street 750,26,7000,Cash,MATHEWS HARLEY-DAVIDSON,NYC,USA,2016,2016-08-27,August,Saturday,182000,269.2307692307692
2208,103279,Harley-Davidson Street 750,36,7000,Cash,"ROCHESTER HARLEY-DAVIDSON, INC.",Paris,France,2016,2016-08-28,August,Sunday,252000,194.44444444444446
2209,103280,Harley-Davidson Street 750,20,7000,Cash,CYCLE CITY HARLEY-DAVIDSON,Boston,USA,2016,2016-08-29,August,Monday,140000,350.0
2210,103281,Harley-Davidson Street 750,27,7000,Cash,APOL'S HARLEY-DAVIDSON,Brickhaven,USA,2016,2016-08-30,August,Tuesday,189000,259.25925925925924
2211,103282,Harley-Davidson Street 750,37,7000,Cash,SPITZIE'S HARLEY-DAVIDSON OF ALBANY,Cambridge,USA,2016,2016-08-31,August,Wednesday,259000,189.1891891891892
2212,103283,Harley-Davidson Street 750,24,7000,Cash,PRECISION HARLEY-DAVIDSON,Helsinki,Finland,2016,2016-09-01,September,Thursday,168000,291.6666666666667
2213,103284,Harley-Davidson Street 750,36,7000,Cash,SOUTHERN THUNDER HARLEY-DAVIDSON,Koln,Germany,2016,2016-09-02,September,Friday,252000,194.44444444444446
2214,103285,Harley-Davidson Street 750,29,7000,Cash,RENO HARLEY-DAVIDSON,NYC,USA,2016,2016-09-03,September,Saturday,203000,241.3793103448276
2215,103286,Harley-Davidson Street 750,28,7000,Cash,OLD PUEBLO HARLEY-DAVIDSON,Philadelphia,USA,2016,2016-09-04,September,Sunday,196000,250.0
2216,103287,Harley-Davidson Street 750,29,7000,Cash,ARSENAL HARLEY-DAVIDSON,Reims,France,2016,2016-09-05,September,Monday,203000,241.3793103448276
2217,103288,Harley-Davidson Street 750,38,7000,Cash,HARLEY-DAVIDSON OF FRESNO,Madrid,Spain,2016,2016-09-06,September,Tuesday,266000,184.21052631578948
2218,103289,Harley-Davidson Street 750,48,7000,Cash,MOONSHINE HARLEY-DAVIDSON,Marseille,France,2016,2016-09-07,September,Wednesday,336000,145.83333333333334
2219,103290,Harley-Davidson Street 750,40,7000,Cash,MT. CHEAHA HARLEY-DAVIDSON,Madrid,Spain,2016,2016-09-08,September,Thursday,280000,175.0
2220,103291,Harley-Davidson Street 750,41,7000,Cash,AMERICAN EAGLE HARLEY-DAVIDSON,San Rafael,USA,2016,2016-09-09,September,Friday,287000,170.73170731707316
2221,103292,Harley-Davidson Street 750,30,7000,Cash,RIDING HIGH HARLEY-DAVIDSON,Liverpool,UK,2016,2016-09-10,September,Saturday,210000,233.33333333333334
2222,103293,Harley-Davidson Street 750,35,7000,Cash,"HAMPTON ROADS HARLEY-DAVIDSON, INC.",Madrid,Spain,2016,2016-09-11,September,Sunday,245000,200.0
2223,103294,Harley-Davidson Street 750,28,7000,Cash,HORSEPOWER HARLEY-DAVIDSON,Paris,France,2016,2016-09-12,September,Monday,196000,250.0
2224,103295,Harley-Davidson Street 750,45,7000,Cash,THREE RIVERS HARLEY-DAVIDSON,NYC,USA,2016,2016-09-13,September,Tuesday,315000,155.55555555555554
2225,103296,Harley-Davidson Street 750,24,7000,Cash,SHELTON'S HARLEY-DAVIDSON,Espoo,Finland,2016,2016-09-14,September,Wednesday,168000,291.6666666666667
2226,103297,Harley-Davidson Street 750,41,7000,Cash,ROUTE 66 HARLEY-DAVIDSON,Oulu,Finland,2016,2016-09-15,September,Thursday,287000,170.73170731707316
2227,103298,Harley-Davidson Street 750,48,7000,Cash,LAWLESS HARLEY-DAVIDSON OF SCOTT CITY,Singapore,Singapore,2016,2016-09-16,September,Friday,336000,145.83333333333334
2228,103299,Harley-Davidson Street 750,50,7000,Cash,SONOMA COUNTY HARLEY-DAVIDSON,London,UK,2016,2016-09-17,September,Saturday,350000,140.0
2229,103300,Harley-Davidson Street 750,33,7000,Cash,HARLEY-DAVIDSON AMIENS,Sevilla,Spain,2016,2016-09-18,September,Sunday,231000,212.12121212121212
2230,103301,Harley-Davidson Street 750,32,7000,Cash,HARLEY-DAVIDSON LA ROCHE-SUR-YON,White Plains,USA,2016,2016-09-19,September,Monday,224000,218.75
2231,103302,Harley-Davidson Street 750,27,7000,Cash,HARLEY-DAVIDSON ORLÉANS,Boston,USA,2016,2016-09-20,September,Tuesday,189000,259.25925925925924
2232,103303,Harley-Davidson Street 750,35,7000,Cash,HARLEY-DAVIDSON PARIS ETOILE,Brisbane,USA,2016,2016-09-21,September,Wednesday,245000,200.0
2233,103304,Harley-Davidson Street 750,23,7000,Cash,HARLEY-DAVIDSON LA ROCHELLE,San Rafael,USA,2016,2016-09-22,September,Thursday,161000,304.3478260869565
2234,103305,Harley-Davidson Street 750,35,7000,Cash,HARLEY-DAVIDSON BORIE,Madrid,Spain,2016,2016-09-23,September,Friday,245000,200.0
2235,103306,Harley-Davidson Street 750,40,7000,Cash,HARLEY-DAVIDSON CHARTRES,Singapore,Singapore,2016,2016-09-24,September,Saturday,280000,175.0
2236,103307,Harley-Davidson Street 750,35,7000,Cash,HARLEY-DAVIDSON AJACCIO,San Rafael,USA,2016,2016-09-25,September,Sunday,245000,200.0
2237,103308,Harley-Davidson Street 750,31,7000,Cash,H-D & BUELL PORTES DE BRETAGNE,Allentown,USA,2016,2016-09-26,September,Monday,217000,225.80645161290323
2238,103309,Harley-Davidson Street 750,50,7000,Cash,HARLEY-DAVIDSON PARIS RIVE GAUCHE,NYC,USA,2016,2016-09-27,September,Tuesday,350000,140.0
2239,103310,Harley-Davidson Street 750,40,7000,Cash,ACCESS DREAM,Cambridge,USA,2016,2016-09-28,September,Wednesday,280000,175.0
2240,103311,Harley-Davidson Street 750,38,7000,Cash,HARLEY-DAVIDSON BORDEAUX,Vancouver,Canada,2016,2016-09-29,September,Thursday,266000,184.21052631578948
2241,103312,Harley-Davidson Street 750,38,7000,Cash,HARLEY-DAVIDSON AUVERGNE,Stavern,Norway,2016,2016-09-30,September,Friday,266000,184.21052631578948
2242,103313,Harley-Davidson Street 750,40,7000,Cash,AMERICAN MOTOS,San Rafael,USA,2016,2016-10-01,October,Saturday,280000,175.0
2243,103314,Harley-Davidson Street 750,33,7000,Cash,MILWAUKEE TWIN,NYC,USA,2016,2016-10-02,October,Sunday,231000,212.12121212121212
2244,103315,Harley-Davidson Street 750,36,7000,Cash,HARLEY-DAVIDSON PARIS BASTILLE,Reims,France,2016,2016-10-03,October,Monday,252000,194.44444444444446
2245,103316,Harley-Davidson Street 750,20,7000,Cash,HARLEY-DAVIDSON TROYES,San Rafael,USA,2016,2016-10-04,October,Tuesday,140000,350.0
2246,103317,Harley-Davidson Street 750,32,7000,Cash,HARLEY-DAVIDSON REIMS,Madrid,Spain,2016,2016-10-05,October,Wednesday,224000,218.75
2247,103318,Harley-Davidson Street 750,36,7000,Cash,HARLEY-DAVIDSON AVIGNON,Madrid,Spain,2016,2016-10-06,October,Thursday,252000,194.44444444444446
2248,103319,Harley-Davidson Street 750,19,7000,Cash,LEGENDE 76,Madrid,Spain,2015,2015-05-03,May,Sunday,133000,368.42105263157896
2249,103320,Harley-Davidson Street 750,11,7000,Cash,HARLEY-DAVIDSON TOULON,Nantes,France,2015,2015-05-04,May,Monday,77000,636.3636363636364
2250,103321,Harley-Davidson Street 750,49,7000,Cash,HARLEY-DAVIDSON CAEN,Madrid,Spain,2015,2015-05-05,May,Tuesday,343000,142.85714285714286
2251,103322,Harley-Davidson Street 750,27,7000,Cash,HARLEY-DAVIDSON GRAND LYON,Charleroi,Belgium,2015,2015-05-06,May,Wednesday,189000,259.25925925925924
2252,103323,Harley-Davidson Street 750,29,7000,Cash,HARLEY-DAVIDSON LIMOGES,NYC,USA,2015,2015-05-07,May,Thursday,203000,241.3793103448276
2253,103324,Harley-Davidson Street 750,42,7000,Cash,HARLEY-DAVIDSON 66 PERPIGNAN,San Rafael,USA,2015,2015-05-08,May,Friday,294000,166.66666666666666
2254,103325,Harley-Davidson Street 750,33,7000,Cash,HARLEY-DAVIDSON COTE D OPALE,South Brisbane,Australia,2015,2015-05-09,May,Saturday,231000,212.12121212121212
2255,103326,Harley-Davidson Street 750,44,7000,Cash,HARLEY-DAVIDSON NANTES,Singapore,Singapore,2015,2015-05-10,May,Sunday,308000,159.0909090909091
2256,103327,Harley-Davidson Street 750,22,7000,Cash,HARLEY-DAVIDSON GOLFE DE BRETAGNE,Reggio Emilia,Italy,2015,2015-05-11,May,Monday,154000,318.1818181818182
2257,103328,Harley-Davidson Street 750,48,7000,Cash,HARLEY-DAVIDSON V-ATTITUDE,Sevilla,Spain,2015,2015-05-12,May,Tuesday,336000,145.83333333333334
2258,103329,Harley-Davidson Street 750,33,7000,Cash,PRESTIGE MOTORCYCLES,White Plains,USA,2015,2015-05-13,May,Wednesday,231000,212.12121212121212
2259,103330,Harley-Davidson Street 750,45,7000,Cash,HARLEY-DAVIDSON GRAND LYON SUD,Boston,USA,2015,2015-05-14,May,Thursday,315000,155.55555555555554
2260,103331,Harley-Davidson Street 750,20,7000,Cash,HARLEY-DAVIDSON AGEN,Dublin,Ireland,2015,2015-05-15,May,Friday,140000,350.0
2261,103332,Harley-Davidson Street 750,46,7000,Cash,HARLEY-DAVIDSON VALENCIENNES,Frankfurt,Germany,2015,2015-05-16,May,Saturday,322000,152.17391304347825
2262,103333,Harley-Davidson Street 750,40,7000,Cash,HARLEY-DAVIDSON SAINT ETIENNE,Espoo,Finland,2015,2015-05-17,May,Sunday,280000,175.0
2263,103334,Harley-Davidson Street 750,45,7000,Cash,H-D VALLEE DE CHEVREUSE,Allentown,USA,2015,2015-05-18,May,Monday,315000,155.55555555555554
2264,103335,Harley-Davidson Street 750,36,7000,Cash,HARLEY-DAVIDSON SUNROAD,San Rafael,USA,2015,2015-05-19,May,Tuesday,252000,194.44444444444446
2265,103336,Harley-Davidson Street 750,31,7000,Cash,HARLEY-DAVIDSON POITIERS,NYC,USA,2015,2015-05-20,May,Wednesday,217000,225.80645161290323
2266,103337,Harley-Davidson Street 750,46,7000,Cash,HARLEY-DAVIDSON FACTORY,Manchester,UK,2015,2015-05-21,May,Thursday,322000,152.17391304347825
2267,103338,Harley-Davidson Street 750,35,7000,Cash,HARLEY-DAVIDSON DIJON,Aaarhus,Denmark,2015,2015-05-22,May,Friday,245000,200.0
2268,103339,Harley-Davidson Street 750,28,7000,Cash,HARLEY-DAVIDSON BEZIERS,Stavern,Norway,2015,2015-05-23,May,Saturday,196000,250.0
2269,103340,Harley-Davidson Street 750,31,7000,Cash,HARLEY-DAVIDSON LAS PALMAS,Paris,France,2015,2015-05-24,May,Sunday,217000,225.80645161290323
2270,103341,Harley-Davidson Street 750,27,7000,Cash,CANTABRIA HARLEY-DAVIDSON,Madrid,Spain,2015,2015-05-25,May,Monday,189000,259.25925925925924
2271,103342,Harley-Davidson Street 750,22,7000,Cash,HARLEY-DAVIDSON SIEBLA-MARBELLA,Reims,France,2015,2015-05-26,May,Tuesday,154000,318.1818181818182
